id,name,birth_year,death_year,birth_place_raw,country,region,period,wikidata,lifespan
bajtin,Mijaíl Bajtín,1895.0,1975.0,"Oriol, Imperio Ruso","Oriol, Imperio Ruso",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q185375,80.0
hermes_trismegisto,Trismegisto Hermes,,,,,Other/Unknown,Unknown,http://www.wikidata.org/entity/Q192358,
pierre_ronsard,Pierre Ronsard,1524.0,1585.0,Francia,France,Western Europe,Renaissance,http://www.wikidata.org/entity/Q49752,61.0
du_bellay,Joachim Du Bellay,1522.0,1560.0,Francia,France,Western Europe,Renaissance,http://www.wikidata.org/entity/Q18420,38.0
montaigne,Michel Montaigne,1533.0,1592.0,Francia,France,Western Europe,Renaissance,http://www.wikidata.org/entity/Q41568,59.0
da_vinci,Leonardo Vinci,1452.0,1519.0,República de Florencia (actual Italia),Italy,Western Europe,Renaissance,http://www.wikidata.org/entity/Q762,67.0
arcimboldo,Giuseppe Arcimboldo,1526.0,1593.0,Ducado de Milán (actual Italia),Italy,Western Europe,Renaissance,http://www.wikidata.org/entity/Q7751,67.0
lacan,Jacques Lacan,1901.0,1981.0,Francia,France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q169906,80.0
maurits_escher,Maurits Escher,1898.0,1972.0,Países Bajos,Netherlands,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q1470,74.0
della_mirandola,Giovanni Pico della Mirandola,1463.0,1494.0,Ducado de Mirandola (actual Italia),Italy,Western Europe,Renaissance,http://www.wikidata.org/entity/Q182128,31.0
erich_auerbach,Erich Auerbach,1892.0,1957.0,Imperio alemán,Imperio alemán,Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q57603,65.0
luciano_samosata,de Samósata Luciano,125.0,180.0,Imperio Romano (actual Turquía),Imperio Romano,Other/Unknown,Hellenistic/Roman,http://www.wikidata.org/entity/Q177847,55.0
nicolas_copernico,Nicolás Copérnico,1473.0,1543.0,Reino de Polonia (actual Polonia),Poland,Eastern Europe,Renaissance,http://www.wikidata.org/entity/Q619,70.0
andres_vesalio,Andrés Vesalio,1514.0,1564.0,Países Bajos de los Habsburgo (actual Bélgica),Netherlands,Western Europe,Renaissance,http://www.wikidata.org/entity/Q170267,50.0
ernst_curtius,Ernst Curtius,1814.0,1896.0,Confederación Germánica (actual Alemania),Germany,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q61407,82.0
baudelaire,Charles Baudelaire,1821.0,1867.0,Francia,France,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q501,46.0
martin_heidegger,Martin Heidegger,1889.0,1976.0,Imperio alemán (actual Alemania),Germany,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q48301,87.0
pascal,Blaise Pascal,1623.0,1662.0,Francia,France,Western Europe,Early Modern,http://www.wikidata.org/entity/Q1290,39.0
fermat,Pierre Fermat,1607.0,1665.0,Francia,France,Western Europe,Early Modern,http://www.wikidata.org/entity/Q75655,58.0
michel_foucault,Michel Foucault,1926.0,1984.0,Francia,France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q44272,58.0
spitzer,Leo Spitzer,1887.0,1960.0,Imperio Austrohúngaro (actual Austria),Austria,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q78739,73.0
ts_eliot,T. Eliot,1888.0,1965.0,Estados Unidos,United States,North America,Long 19th Century,http://www.wikidata.org/entity/Q37767,77.0
harold_bloom,Harold Bloom,1930.0,2019.0,Estados Unidos,United States,North America,World Wars Era,http://www.wikidata.org/entity/Q345612,89.0
edgar_allan_poe,Edgar Poe,1809.0,1849.0,Estados Unidos,United States,North America,Revolutionary Era,http://www.wikidata.org/entity/Q16867,40.0
de_dieguez,Manuel Diéguez,1922.0,2024.0,Francia (actual Marruecos),France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q3286958,102.0
todorov,Tzvetan Todorov,1939.0,2017.0,Bulgaria,Bulgaria,Other/Unknown,World Wars Era,http://www.wikidata.org/entity/Q313852,78.0
georges_bataille,Georges Bataille,1897.0,1962.0,Francia,France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q207359,65.0
merleau_ponty,Maurice Merleau-Ponty,1908.0,1961.0,Francia,France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q212639,53.0
romero_martinez,Miguel Romero Martínez,1945.0,2014.0,España,Spain,Western Europe,Contemporary,,69.0
simmias,de Tebas Simmias,-430.0,,Grecia Antigua,Greece,Southern Europe / Classical,Classical Antiquity,http://www.wikidata.org/entity/Q928470,
miguel_d_ors,Miguel d'Ors,1946.0,,España,Spain,Western Europe,Contemporary,http://www.wikidata.org/entity/Q6015319,
michel_leiris,Michel Leiris,1901.0,1990.0,Francia,France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q462591,89.0
mario_levin,Mario Levin,1944.0,,Argentina,Argentina,Latin America,World Wars Era,,
luis_bunuel,Luis Buñuel,1900.0,1983.0,España,Spain,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q51545,83.0
carlos_saura,Carlos Saura,1932.0,2023.0,España,Spain,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q295855,91.0
tarkovsky,Andrei Tarkovsky,1932.0,1986.0,Unión Soviética,Unión Soviética,Other/Unknown,World Wars Era,http://www.wikidata.org/entity/Q853,54.0
andrzej_wajda,Andrzej Wajda,1926.0,2016.0,Polonia,Poland,Eastern Europe,World Wars Era,http://www.wikidata.org/entity/Q106685,90.0
john_cassavetes,John Cassavetes,1929.0,1989.0,Estados Unidos,United States,North America,World Wars Era,http://www.wikidata.org/entity/Q51488,60.0
alfred_hitchcock,Alfred Hitchcock,1899.0,1980.0,Inglaterra,United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q7374,81.0
king_vidor,King Vidor,1894.0,1982.0,Estados Unidos,United States,North America,Long 19th Century,http://www.wikidata.org/entity/Q51133,88.0
alain_resnais,Alain Resnais,1922.0,2014.0,Francia,France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q218022,92.0
mizoguchi,Kenji Mizoguchi,1898.0,1956.0,Japón,Japan,Asia,Long 19th Century,http://www.wikidata.org/entity/Q55401,58.0
orson_welles,Orson Welles,1915.0,1985.0,Estados Unidos,United States,North America,World Wars Era,http://www.wikidata.org/entity/Q24829,70.0
fritz_lang,Fritz Lang,1890.0,1976.0,Imperio Austrohúngaro (actual Austria),Austria,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q19504,86.0
andre_bazin,André Bazin,1918.0,1958.0,Francia,France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q362544,40.0
sergei_eisenstein,Sergei Eisenstein,1898.0,1948.0,Imperio Ruso (actual Letonia),Imperio Ruso,Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q8003,50.0
carl_dreyer,Carl Dreyer,1889.0,1968.0,Dinamarca,Denmark,Scandinavia,Long 19th Century,http://www.wikidata.org/entity/Q51127,79.0
pascal_bonitzer,Pascal Bonitzer,1946.0,,Francia,France,Western Europe,Contemporary,http://www.wikidata.org/entity/Q289645,
adolfo_aristarain,Adolfo Aristarain,1943.0,,Argentina,Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q2657842,
erwin_panofsky,Erwin Panofsky,1892.0,1968.0,Imperio alemán (actual Alemania),Germany,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q57656,76.0
antonello_da_messina,da Messina Antonello,1430.0,1479.0,Reino de Sicilia (actual Italia),Italy,Western Europe,Renaissance,https://www.wikidata.org/wiki/Q5594,49.0
durero,Alberto Durero,1471.0,1528.0,Sacro Imperio Romano Germánico (actual Alemania),Germany,Western Europe,Renaissance,http://www.wikidata.org/entity/Q5580,57.0
velazquez,Diego Velázquez,1599.0,1660.0,España,Spain,Western Europe,Renaissance,http://www.wikidata.org/entity/Q297,61.0
felipeiv,IV Felipe,1605.0,1665.0,España,Spain,Western Europe,Early Modern,https://www.wikidata.org/wiki/Q691402,60.0
cremonini,Leonardo Cremonini,1925.0,2010.0,Italia,Italy,Western Europe,World Wars Era,https://www.wikidata.org/wiki/Q982526,85.0
bacon,Francis Bacon,1909.0,1992.0,Irlanda,Ireland,Western Europe,Long 19th Century,https://www.wikidata.org/wiki/Q154340,83.0
valerio_adami,Valerio Adami,1935.0,,Italia,Italy,Western Europe,World Wars Era,https://www.wikidata.org/wiki/Q562139,
ralph_goings,Ralph Goings,1928.0,2016.0,Estados Unidos,United States,North America,World Wars Era,http://www.wikidata.org/entity/Q459309,88.0
monory,Jacques Monory,1924.0,2018.0,Francia,France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q3159599,94.0
dino_buzzati,Dino Buzzati,1906.0,1972.0,Italia,Italy,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q242095,66.0
robert_bresson,Robert Bresson,1901.0,1999.0,Francia,France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q55391,98.0
straub,Jean-Marie Straub,1933.0,2022.0,Francia,France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q20747245,89.0
duras,Marguerite Duras,1914.0,1996.0,Indochina Francesa (actual Vietnam),France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q153248,82.0
antonioni,Michelangelo Antonioni,1912.0,2007.0,Italia,Italy,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q55433,95.0
alex_barbier,Alex Barbier,1950.0,2019.0,Francia,France,Western Europe,Contemporary,http://www.wikidata.org/entity/Q2832896,69.0
jean_luc_godard,Jean-Luc Godard,1930.0,2022.0,Francia,France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q53001,92.0
jean_eustache,Jean Eustache,1938.0,1981.0,Francia,France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q966198,43.0
francois_truffaut,François Truffaut,1932.0,1984.0,Francia,France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q53002,52.0
ana_barrenechea,Ana Barrenechea,1913.0,2007.0,Argentina,Argentina,Latin America,Long 19th Century,,94.0
roland_barthes,Roland Barthes,1915.0,1980.0,Francia,France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q179109,65.0
bioy_casares,Adolfo Bioy Casares,1914.0,1999.0,Argentina,Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q298035,85.0
silvina_ocampo,Silvina Ocampo,1903.0,1993.0,Argentina,Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q442829,90.0
alejo_carpentier,Alejo Carpentier,1904.0,1980.0,Suiza,Switzerland,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q216466,76.0
julio_cortazar,Julio Cortázar,1914.0,1984.0,Bélgica,Belgium,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q174210,70.0
anderson_imbert,Enrique Anderson Imbert,1910.0,2000.0,Argentina,Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q1343944,90.0
mahoma,Mahoma,570.0,632.0,Arabia (actual Arabia Saudita),Arabia,Other/Unknown,Medieval,http://www.wikidata.org/entity/Q9458,62.0
godofredo_viterbo,de Viterbo Godofredo,1120.0,1195.0,Estados Pontificios (actual Italia),Italy,Western Europe,Medieval,http://www.wikidata.org/entity/Q614256,75.0
jacquemart_de_hesdin,Jacquemart Hesdin,1355.0,1414.0,Francia (Artois),France,Western Europe,Medieval,http://www.wikidata.org/entity/Q2211325,59.0
virgilio_piniera,Virgilio Piñera,1912.0,1979.0,Cuba,Cuba,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q941701,67.0
garcia_marquez,Gabriel García Márquez,1927.0,2014.0,Colombia,Colombia,Latin America,World Wars Era,http://www.wikidata.org/entity/Q5878,87.0
emir_rodriguez_monegal,Emir Rodríguez Monegal,1921.0,1985.0,Uruguay,Uruguay,Latin America,World Wars Era,http://www.wikidata.org/entity/Q195008,64.0
witold_gombrowicz,Witold Gombrowicz,1904.0,1969.0,Polonia (Imperio Ruso),Poland,Eastern Europe,Long 19th Century,http://www.wikidata.org/entity/Q275175,65.0
ernesto_sabato,Ernesto Sabato,1911.0,2011.0,Argentina,Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q186630,100.0
freud,Sigmund Freud,1856.0,1939.0,Imperio Austríaco (actual República Checa),Imperio Austríaco,Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q9215,83.0
cecilia_de_benedetti,Cecilia Benedit de Debenedetti,1895.0,1984.0,Argentina,Argentina,Latin America,Long 19th Century,,89.0
luis_thonis,Luis Thonis,1949.0,,Argentina,Argentina,Latin America,Contemporary,,
felisberto_hernandez,Felisberto Hernández,1902.0,1964.0,Uruguay,Uruguay,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q714097,62.0
plinio,el Viejo Plinio,23.0,79.0,Imperio Romano (actual Italia),Italy,Western Europe,Hellenistic/Roman,http://www.wikidata.org/entity/Q82778,56.0
zenon,de Elea Zenón,-490.0,-430.0,Grecia Antigua (Magna Grecia),Greece,Southern Europe / Classical,Classical Antiquity,http://www.wikidata.org/entity/Q132157,60.0
marcel_proust,Marcel Proust,1871.0,1922.0,Francia,France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q7199,51.0
edmund_husserl,Edmund Husserl,1859.0,1938.0,Imperio Austríaco (Actual República Checa),Imperio Austríaco,Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q58586,79.0
henri_bergson,Henri Bergson,1859.0,1941.0,Francia,France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q42156,82.0
macedonio_fernandez,Macedonio Fernández,1874.0,1952.0,Argentina,Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q1334326,78.0
zaratustra,Zaratustra,-628.0,-551.0,Imperio Medo (actual Irán),Imperio Medo,Other/Unknown,Antiquity (Archaic),http://www.wikidata.org/entity/Q35811,77.0
gilbert_ryle,Gilbert Ryle,1900.0,1976.0,Inglaterra,United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q313386,76.0
julio_cesar,Julio César,-100.0,-44.0,República Romana (actual Italia),Italy,Western Europe,Hellenistic/Roman,http://www.wikidata.org/entity/Q1048,56.0
ciro_grande,II Ciro,-600.0,-530.0,Imperio Medo (actual Irán),Imperio Medo,Other/Unknown,Antiquity (Archaic),http://www.wikidata.org/entity/Q8423,70.0
jonathan_swift,Jonathan Swift,1667.0,1745.0,Irlanda,Ireland,Western Europe,Early Modern,http://www.wikidata.org/entity/Q41166,78.0
juan_garcia_ponce,Juan García Ponce,1932.0,2003.0,México,Mexico,Latin America,World Wars Era,http://www.wikidata.org/entity/Q3753476,71.0
robert_musil,Robert Musil,1880.0,1942.0,Imperio Austrohúngaro (Actual Austria),Austria,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q78487,62.0
klossowski,Pierre Klossowski,1905.0,2001.0,Francia,France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q203674,96.0
roberto_echavarren,Roberto Echavarren,1944.0,,Uruguay,Uruguay,Latin America,World Wars Era,http://www.wikidata.org/entity/Q6109718,
edouard_drumont,Édouard Drumont,1844.0,1917.0,Francia,France,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q274297,73.0
emile_zola,Émile Zola,1840.0,1902.0,Francia,France,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q504,62.0
julian_martel,Julián Martel,1867.0,1896.0,Argentina,Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q34205090,29.0
ramon_alcalde,Ramón Alcalde,1951.0,2021.0,Argentina,Argentina,Latin America,Contemporary,http://www.wikidata.org/entity/Q75653349,70.0
silvina_bullrich,Silvina Bullrich,1915.0,1990.0,Argentina,Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q456762,75.0
carlos_moyano_llerena,Carlos Moyano Llerena,1914.0,2005.0,Argentina,Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q6404482,91.0
george_gilder,George Gilder,1939.0,,Estados Unidos,United States,North America,World Wars Era,http://www.wikidata.org/entity/Q3760499,
ronald_reagan,Ronald Reagan,1911.0,2004.0,Estados Unidos,United States,North America,Long 19th Century,http://www.wikidata.org/entity/Q9960,93.0
adam_smith,Adam Smith,1723.0,1790.0,Escocia,Escocia,Other/Unknown,Early Modern,http://www.wikidata.org/entity/Q9381,67.0
juan_alemann,Juan Alemann,1927.0,2024.0,Argentina,Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q5947079,97.0
hugo_wast,Hugo Wast,1883.0,1962.0,Argentina,Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q321110,79.0
jacob_brafman,Jacob Brafman,1825.0,1879.0,Imperio Ruso (actual Bielorrusia),Russia,Eastern Europe,Revolutionary Era,http://www.wikidata.org/entity/Q4096142,54.0
august_rohling,August Rohling,1839.0,1931.0,Prusia (actual Alemania),Germany,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q72137,92.0
horangel,Horacio Tirigall,1927.0,2021.0,Argentina,Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q16575906,94.0
jose_uriburu,José Uriburu,1868.0,1932.0,Argentina,Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q363555,64.0
agustin_justo,Agustín Justo,1876.0,1943.0,Argentina,Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q365352,67.0
